cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total,valor aluguel reduzido
Piracicaba,265,1,3,2,3,0,1,2175,3085,1548,10,6818,2351.3206916209288
Piracicaba,40,1,2,2,2,1,0,4217,3223,74,11,7525,2549.6803720748426
Porto Alegre,219,3,1,0,13,0,0,1087,7095,923,114,9219,5430.97085222816
Ribeirão Preto,310,3,2,3,10,1,0,1101,3210,464,113,4888,2254.3342864295196
Joinville,40,4,1,4,13,0,1,4631,9077,1415,147,15270,6973.862929539685
Piracicaba,246,4,1,2,3,1,1,4126,5571,1151,161,11009,3965.9066252195826
Barueri,242,1,4,2,0,0,0,2356,5768,803,116,9043,4091.6305577101853
Maringá,362,2,3,4,5,1,0,631,7320,1458,99,9508,5656.927587986285
Londrina,260,4,2,1,7,1,0,4179,6090,317,64,10650,4764.949187561102
Campinas,50,2,1,2,0,1,0,2797,7114,302,71,10284,5516.231004408899
Florianópolis,300,4,4,4,15,1,0,4307,2841,1236,110,8494,2206.660949489116
Sorocaba,445,3,2,3,19,0,1,4531,6824,606,165,12126,4857.840171195231
Rio de Janeiro,60,5,4,2,12,1,1,4635,7216,433,11,12295,5301.650613053224
Campinas,132,3,1,4,13,0,1,4687,5377,182,158,10404,4071.5174861026894
Curitiba,225,5,2,4,13,1,0,4799,9108,289,102,14298,6659.90776923231
Belém,309,1,1,1,18,1,1,4901,7065,1794,192,13952,5594.295237169404
Ribeirão Preto,455,3,2,1,2,0,1,942,5095,1744,48,7829,3773.804334515626
Manaus,281,5,4,3,12,0,1,2468,5194,1075,120,8857,4066.4420067189353
Uberlândia,56,1,2,1,13,0,0,3971,2368,512,164,7015,1682.011130236711
São Luís,185,1,1,2,12,0,1,1757,6012,939,36,8744,4634.4760766973395
Rio de Janeiro,71,1,4,0,7,1,0,4348,8757,407,107,13619,6346.822537371227
Joinville,103,4,1,2,9,1,1,4498,7477,66,167,12208,5798.800190888888
Vitória,475,2,3,4,18,0,1,224,678,183,189,1274,502.4120699106493
Aracaju,452,4,1,2,5,1,1,3036,987,1911,13,5947,704.0618972716677
Boa Vista,429,3,3,0,5,0,1,1004,4065,986,44,6099,2895.7102691876703
São Paulo,45,5,4,4,2,1,1,2533,9636,141,179,12489,7456.968828115194
Campinas,121,3,2,1,12,1,1,144,7768,748,27,8687,5608.370906582192
Goiânia,271,2,4,1,14,1,1,3574,9817,653,180,14224,7194.9340039248855
Belém,168,3,1,2,6,0,1,1710,6344,1937,153,10144,4459.691434789748
Aparecida de Goiânia,67,5,2,2,9,0,0,2731,1193,586,166,4676,905.0142372405714
Curitiba,421,4,1,0,1,1,1,371,8890,610,18,9889,6728.892889354085
Campinas,395,3,1,0,2,1,1,461,4243,224,93,5021,3003.93140005384
João Pessoa,180,2,1,1,6,1,1,1038,5479,1291,15,7823,4174.087961330364
Londrina,38,4,2,1,9,0,0,4111,8401,1102,125,13739,6299.755460259698
São Luís,216,4,1,0,12,0,1,231,5579,822,42,6674,4282.54671212383
Feira de Santana,60,4,2,3,14,1,0,2566,1872,972,155,5565,1358.4460986363601
Joinville,437,5,1,4,0,1,0,1319,6567,1271,104,9261,5122.306766870226
Mogi das Cruzes,402,5,1,1,12,0,1,2575,2682,1517,61,6835,2046.757400075248
Brasília,82,2,1,0,13,1,1,961,4557,1588,89,7195,3427.9403489657884
Porto Velho,239,5,1,0,15,0,1,3462,8563,1360,27,13412,6766.034552127297
Salvador,436,3,1,4,15,0,0,1144,7938,1736,48,10866,5622.225473116153
Santo André,478,1,2,2,18,0,1,1783,609,752,55,3199,465.4873178793251
Campo Grande,436,2,2,2,8,0,1,1716,7856,4,80,9656,6038.473118686717
Guarulhos,174,5,2,4,19,0,0,2376,8125,602,156,11259,5981.142749422506
Aparecida de Goiânia,492,4,2,3,6,0,0,955,7027,1370,166,9518,5614.2938290263655
Sorocaba,67,3,4,0,5,0,1,2889,1155,1110,84,5238,869.9594659113035
Campo Grande,454,5,4,1,13,1,0,4623,5489,1729,146,11987,4317.1709786926795
Porto Alegre,308,4,3,1,12,1,0,4919,2685,366,83,8053,1912.222432950019
Belém,277,2,2,0,1,1,1,3556,3440,582,175,7753,2463.7828879284984
Curitiba,475,4,2,2,10,0,0,3209,9325,790,136,13460,6598.2857067275345
Porto Alegre,329,1,2,3,15,0,0,2873,8818,1599,59,13349,6735.055363249237
Niterói,155,2,1,2,4,1,0,442,1902,672,26,3042,1469.734290390822
Duque de Caxias,68,4,2,2,17,0,0,2384,2056,156,146,4742,1518.3172269067334
Aracaju,41,4,3,3,13,0,0,4940,7688,820,86,13534,6026.695957487795
Aracaju,420,2,2,1,0,1,0,3101,4639,1497,168,9405,3308.174887273153
João Pessoa,492,1,3,4,2,1,1,3164,2456,187,121,5928,1892.8130658463558
Ananindeua,416,3,3,4,4,1,1,2668,3886,966,73,7593,3067.3290799108245
Niterói,35,2,4,1,17,1,0,4344,6618,1688,197,12847,5051.719354949047
Macapá,288,2,3,1,8,1,1,2743,1127,1824,30,5724,824.9966001808014
Porto Alegre,179,4,4,0,16,0,0,3242,8312,499,124,12177,6080.571596678762
Contagem,250,3,1,3,0,1,1,529,7316,1912,113,9870,5312.75075784466
Rio de Janeiro,199,4,2,2,16,1,1,2969,4278,10,85,7342,3149.35342752583
Piracicaba,306,4,4,4,10,0,0,1658,6382,1683,179,9902,4804.284653236921
Natal,143,1,1,2,0,0,0,3097,899,1299,194,5489,632.8090023189487
Porto Alegre,409,1,3,4,5,0,1,1825,2122,745,80,4772,1511.405678351279
Piracicaba,321,3,1,0,2,1,1,3539,1070,1863,26,6498,816.2953201506676
Betim,140,4,4,0,1,0,0,3139,7028,1277,14,11458,5217.185670503772
Osasco,145,3,1,4,10,1,0,3178,6505,508,79,10270,4961.687105985987
Vila Velha,201,3,4,4,2,1,0,1086,8903,1146,75,11210,6621.524389600587
Santo André,448,1,1,3,14,0,0,4657,9391,1448,196,15692,7088.38000605466
Niterói,235,4,4,1,3,0,1,4568,926,1592,192,7278,729.3768321335226
Londrina,179,2,3,4,14,1,1,2020,3988,1331,102,7441,3050.9860642897993
Joinville,407,4,1,2,2,0,1,4208,3386,1395,132,9121,2637.6992780751048
Fortaleza,156,4,4,4,0,0,0,3998,6865,108,43,11014,5196.8593551353615
Barueri,389,3,3,0,11,0,1,1502,8572,271,118,10463,6633.688606510764
Contagem,155,4,4,1,2,0,1,2791,906,215,171,4083,724.0088034591329
São Luís,334,5,4,3,14,1,1,4288,9192,1784,109,15373,7002.830225320721
Duque de Caxias,306,4,4,4,3,1,0,2280,9903,1967,43,14193,7422.152292668178
Natal,381,3,4,0,5,0,0,4995,6095,387,141,11618,4794.712277508649
São José dos Campos,360,3,4,0,17,0,0,1919,3394,1094,25,6432,2459.8374828950145
Ananindeua,317,3,3,4,9,0,1,1219,9746,259,99,11323,6958.080803248485
Feira de Santana,425,3,3,1,4,1,0,4281,7253,994,137,12665,5281.5395934013
Cuiabá,476,4,2,2,11,1,0,552,4742,848,175,6317,3630.7905653577054
Caxias do Sul,242,5,2,1,4,0,0,1379,5859,199,52,7489,4655.372260244842
Florianópolis,170,5,3,0,7,1,0,4631,2961,286,137,8015,2335.594056952482
Niterói,452,1,1,0,11,0,0,145,1319,1418,191,3073,982.476071015062
Niterói,240,5,3,4,5,0,0,758,8914,644,171,10487,6240.185091375516
Santo André,348,2,1,1,11,1,1,2928,3757,1571,40,8296,2845.9109733359837
Piracicaba,493,5,3,1,18,0,0,440,9165,842,37,10484,6768.973189787872
Joinville,280,4,1,1,17,1,0,3213,7763,40,48,11064,5714.1313625522735
Londrina,271,3,1,2,16,0,1,109,6743,1459,64,8375,5295.644010172913
Montes Claros,97,2,1,4,2,1,1,327,1523,986,84,2920,1193.0518129296522
Betim,291,4,3,4,12,0,1,4138,2753,897,15,7803,2087.76446945394
Guarulhos,214,3,3,0,19,1,1,2395,1674,559,115,4743,1288.6646091071057
Cuiabá,178,4,2,3,16,0,0,4129,1982,921,116,7148,1482.9995603678922
Ribeirão Preto,313,2,3,1,5,1,0,1205,3763,358,143,5469,2648.327148857447
Aracaju,383,1,3,2,2,1,1,2280,9190,797,86,12353,6462.423863130905
Porto Alegre,240,2,1,3,8,0,0,3600,1670,729,153,6152,1217.9474345227652
Contagem,60,5,4,4,1,0,1,47,2877,879,146,3949,2200.646239966189
Campinas,482,2,2,3,10,1,0,3631,5561,378,194,9764,4083.1550314140677
São Gonçalo,447,1,1,2,6,0,1,4644,5256,1249,81,11230,3789.023934091306
Duque de Caxias,412,5,1,3,11,0,0,2448,3533,703,134,6818,2630.5083305255366
São Paulo,90,1,3,3,10,1,1,289,4906,732,77,6004,3777.899693842817
Vitória,368,5,3,3,8,0,1,3932,1512,181,163,5788,1093.2051354866587
Caxias do Sul,169,3,1,0,0,1,1,4244,1382,821,39,6486,1089.6911315454852
Betim,129,5,4,1,4,0,0,1850,6766,225,127,8968,4824.02960349008
Maringá,149,2,4,4,2,0,0,1705,7680,938,171,10494,5582.83364236978
Santo André,415,4,1,1,3,0,1,682,3917,119,68,4786,2942.4562891118303
Guarulhos,427,3,3,3,12,1,1,465,1060,1511,51,3087,766.9857534581114
Curitiba,169,5,3,0,11,1,1,4765,1037,680,39,6521,824.4299520398588
Caxias do Sul,148,4,2,4,2,1,1,3446,6366,114,179,10105,4850.036567460865
Feira de Santana,380,4,4,3,11,0,0,961,4757,1757,65,7540,3775.800783330262
Londrina,89,4,1,0,2,1,1,1558,2519,1486,154,5717,1993.5042268298537
Goiânia,289,2,4,4,19,1,0,1451,8573,1942,139,12105,6810.357204293691
Florianópolis,24,5,4,2,1,1,1,787,6235,1466,12,8500,4923.988581051379
Jaboatão dos Guararapes,357,5,2,4,4,1,1,3815,4901,1823,116,10655,3827.933134624369
Macapá,132,4,3,3,8,0,1,3669,6392,1739,145,11945,5110.189821552464
Duque de Caxias,310,5,2,2,17,1,0,2456,8011,429,34,10930,5735.624920699424
Maringá,399,2,1,4,11,0,0,1369,8965,741,59,11134,7168.099407990151
Londrina,315,2,4,3,18,0,1,3226,3811,890,125,8052,2852.8607321155505
Campo Grande,270,3,1,2,10,0,1,4389,3253,1382,80,9104,2453.8370750251906
Curitiba,243,3,3,3,10,1,0,2190,3770,1783,114,7857,2951.250259868182
Contagem,37,4,3,3,3,0,1,3523,5764,1002,126,10415,4058.2013192886357
Santo André,284,5,2,2,12,0,0,4969,7398,753,178,13298,5217.09233477773
Maceió,98,1,1,1,18,1,1,3082,9860,1145,169,14256,7514.028302891279
Niterói,161,4,3,3,19,0,1,1723,9272,1727,103,12825,6773.529095123781
Duque de Caxias,351,4,4,4,18,1,1,1593,5150,1099,154,7996,3678.0244496266105
Natal,215,1,3,2,13,0,0,2822,6486,468,32,9808,4664.420154643263
Niterói,141,4,3,4,14,1,1,3291,8291,97,83,11762,5999.310023355929
Serra,207,1,4,4,19,1,1,124,691,646,35,1496,541.9529329473708
Duque de Caxias,344,4,3,0,10,0,1,3967,3891,847,118,8823,2945.1322235803837
Piracicaba,110,2,3,2,18,1,0,2447,5445,280,185,8357,4155.632838040122
São José dos Campos,103,3,3,2,2,0,1,2936,5551,249,82,8818,4255.908418070971
Florianópolis,235,5,2,0,16,0,0,3052,987,593,147,4779,745.2388623391015
Vitória,258,2,3,2,18,0,0,2559,4427,1621,23,8630,3403.6219045883117
Macapá,419,4,3,1,16,1,1,2348,734,215,85,3382,571.2738597861122
Aracaju,259,4,3,1,3,0,1,1519,809,651,182,3161,582.4235504262066
Caxias do Sul,485,3,3,0,6,0,0,3141,6073,686,189,10089,4548.044581908631
Jaboatão dos Guararapes,485,3,4,4,3,0,0,3436,4833,1138,199,9606,3557.458602415058
Teresina,36,3,3,2,13,0,1,3871,8474,420,43,12808,6777.996273507102
Piracicaba,47,5,4,3,8,1,1,4073,3310,1644,13,9040,2332.2831628781214
Maringá,148,5,2,2,14,0,1,4135,8731,114,146,13126,6920.665782582316
Rio de Janeiro,198,4,4,0,14,0,1,640,7746,931,17,9334,6059.048638370156
Ribeirão Preto,310,5,1,2,10,1,1,4360,2916,459,173,7908,2169.026780509576
Macapá,463,1,4,2,16,1,0,3795,1967,121,101,5984,1386.5084795718005
Cuiabá,171,2,2,4,17,0,0,1939,1244,1084,158,4425,897.034868938653
Contagem,297,1,2,0,18,1,1,4849,6171,489,75,11584,4851.316990902801
Boa Vista,22,1,4,4,9,1,1,4600,8492,792,141,14025,6141.762135201665
Osasco,324,5,4,2,15,1,1,4945,1625,1566,156,8292,1184.725915134227
Serra,104,1,3,4,8,0,0,1407,6400,1193,142,9142,4822.458960387808
São Gonçalo,460,2,3,2,9,0,1,4086,1585,1370,158,7199,1154.8878677754417
Vila Velha,309,3,4,2,4,0,1,3820,9406,388,178,13792,7034.713270246105
Macapá,294,1,4,0,10,1,0,3834,7932,1497,182,13445,5825.693717006583
Montes Claros,356,3,1,3,6,0,1,982,3873,469,51,5375,3064.249246205831
Santo André,333,4,4,0,1,1,0,1860,4221,425,155,6661,3139.720974761787
Montes Claros,399,5,3,1,15,0,1,4669,1125,737,181,6712,880.4390982043284
Barueri,381,4,1,3,12,0,1,2090,6219,1487,33,9829,4571.6730322001
Piracicaba,24,3,1,3,3,1,1,3519,4085,174,63,7841,3255.9642492372227
Niterói,124,2,3,2,2,0,1,3898,988,1676,134,6696,780.1713358591803
Serra,76,2,2,4,11,1,0,3722,4169,393,25,8309,3064.6730823116013
São José dos Campos,351,4,1,0,19,0,0,2186,3886,980,145,7197,2757.698674613317
Campinas,407,1,4,4,1,1,0,664,7753,824,167,9408,5653.962454458939
Belo Horizonte,437,3,4,3,12,1,1,3187,2439,395,168,6189,1902.4016385923817
Belo Horizonte,370,1,3,4,13,0,0,980,8601,1419,37,11037,6867.823955995521
Boa Vista,321,2,2,4,16,1,0,525,3288,1214,111,5138,2331.0653510589364
Ribeirão Preto,341,2,4,0,4,0,0,3938,4361,197,62,8558,3405.807324508373
Manaus,303,2,3,3,2,0,0,1095,5509,509,133,7246,3858.6195275637506
Rio de Janeiro,385,4,1,0,8,1,0,3536,9080,350,144,13110,6755.716873927319
Uberlândia,274,5,1,0,18,0,1,3369,6518,1832,169,11888,4642.937487224924
São Gonçalo,253,5,1,0,6,1,1,4828,1681,684,113,7306,1266.7554660429391
Belém,286,5,4,2,10,0,1,1584,6694,1258,73,9609,5166.875407043291
Curitiba,444,2,2,3,6,1,1,968,5875,1547,186,8576,4483.350897990134
Rio de Janeiro,239,4,3,0,2,1,0,4004,1989,1967,157,8117,1446.679512049246
João Pessoa,378,5,4,4,11,1,1,3714,8978,1115,63,13870,6354.166039814369
Macapá,148,4,2,2,9,1,0,1944,7657,183,40,9824,5789.653213042957
Ribeirão Preto,349,5,1,3,10,1,0,581,6317,1764,122,8784,4446.158892859796
Maringá,479,1,3,3,2,1,1,4616,7814,118,79,12627,6220.2349897508275
Boa Vista,234,4,4,2,13,1,0,4743,5760,1016,140,11659,4116.5632810663565
Aracaju,452,1,1,0,17,1,1,2092,6251,677,73,9093,4494.723302981877
Goiânia,266,4,4,1,5,1,1,1680,9647,1030,180,12537,6931.17200366417
Jaboatão dos Guararapes,288,2,1,1,3,1,1,3126,7498,661,66,11351,5842.633848790381
Goiânia,221,4,2,4,17,0,0,2517,1092,117,91,3817,852.9975599188846
Porto Alegre,320,3,1,2,14,1,1,1448,4039,1431,114,7032,3182.740788785614
Vila Velha,425,4,3,1,10,0,0,3573,7631,1768,179,13151,5799.015173368754
São Gonçalo,55,1,2,2,10,0,1,4061,9151,222,169,13603,7128.238620758229
Jundiaí,40,5,1,1,19,1,0,1257,9257,65,183,10762,6811.637606844108
Contagem,372,3,2,4,5,0,0,2957,2807,1592,144,7500,2230.600636189152
Belo Horizonte,412,2,1,1,1,0,1,1092,7371,1624,19,10106,5259.519822555542
Maceió,222,5,4,2,3,1,1,1623,8589,750,107,11069,6204.040024967839
Piracicaba,321,1,4,4,13,1,1,1836,9141,627,179,11783,6729.780682938599
Vila Velha,197,1,1,4,5,0,1,4964,7476,258,98,12796,5842.059979005056
São Luís,21,4,1,2,9,1,0,304,1382,788,166,2640,1083.236508682047
Porto Velho,443,1,3,2,7,0,0,3086,1854,1590,196,6726,1373.9927726774354
Duque de Caxias,417,4,1,2,13,0,1,784,4481,816,33,6114,3380.616817102061
Vitória,78,1,4,1,1,1,1,275,1575,1035,91,2976,1229.0910876770536
Duque de Caxias,391,1,4,3,10,1,1,3443,1996,1867,25,7331,1575.4474874886425
Belém,127,3,3,4,0,0,0,2152,8503,1736,115,12506,6697.329281139635
Jaboatão dos Guararapes,151,1,2,2,2,0,0,1941,4029,1666,95,7731,2917.2456233787834
Santo André,422,4,4,2,18,0,0,2577,4675,1057,98,8407,3615.7991377204576
Natal,283,1,1,1,16,0,0,2957,970,1722,142,5791,711.0776251138838
Porto Alegre,88,5,4,4,7,0,0,2527,7129,476,70,10202,5177.71679026657
Duque de Caxias,167,5,4,3,14,0,0,4600,2312,508,80,7500,1820.7244811925339
Vitória,112,5,3,4,13,0,0,2995,1905,351,140,5391,1500.9445535766604
Teresina,200,2,4,3,9,1,1,138,7081,872,126,8217,5309.689106348369
Osasco,237,3,3,2,18,1,1,2089,7482,1101,55,10727,5628.239691817228
São Gonçalo,294,1,3,3,7,0,0,3828,5699,1,166,9694,4183.405750171333
Florianópolis,373,2,1,1,18,0,0,1887,1511,1227,154,4779,1141.0736469506587
Contagem,463,5,3,0,1,0,1,4270,1099,649,28,6046,779.4398318564716
Mogi das Cruzes,63,1,1,2,7,1,1,1035,1870,821,88,3814,1404.599946838543
São Paulo,117,4,2,3,5,1,0,1775,6622,930,95,9422,4854.138701085282
Mogi das Cruzes,278,2,2,2,4,1,0,3329,2890,1071,148,7438,2092.8542412465395
Betim,139,4,4,1,3,1,1,4135,5891,1675,66,11767,4293.111449038963
Brasília,139,3,4,1,14,1,0,1677,7456,1295,113,10541,5272.059051536973
Aparecida de Goiânia,324,5,3,2,7,1,0,2191,4981,1630,102,8904,3577.61150565912
Vitória,163,3,2,0,19,0,0,4220,4281,98,85,8684,3304.4334561768533
Salvador,22,3,1,2,13,0,0,4785,2426,693,62,7966,1783.604690149015
Santo André,308,1,3,2,11,1,1,1500,2859,1502,108,5969,2063.8271641961196
Guarulhos,72,2,1,1,10,1,1,1425,3678,1278,55,6436,2913.028234320998
Piracicaba,222,2,1,4,5,1,0,1783,5049,98,134,7064,3659.5403471413174
Salvador,414,1,1,4,7,1,0,1371,9998,1615,136,13120,7040.623632201512
Mogi das Cruzes,116,2,2,4,8,0,1,2260,9260,1450,94,13064,6820.455586385022
Contagem,101,1,1,4,19,0,0,3818,1391,794,142,6145,1103.687130011394
Manaus,372,2,3,3,3,0,1,3126,5351,246,116,8839,4096.535141666947
João Pessoa,76,5,1,3,7,1,0,2512,7199,1795,53,11559,5227.609525185118
São Paulo,124,1,4,0,10,0,1,1488,2380,696,115,4679,1837.3629899539455
Ribeirão Preto,88,5,3,2,11,0,0,1396,6140,980,81,8597,4761.70819088388
São José dos Campos,366,2,3,4,7,0,0,317,9142,1764,140,11363,6743.176679557535
Niterói,124,2,1,4,19,1,0,143,2361,1417,197,4118,1805.686130176095
Belo Horizonte,119,1,2,3,9,1,0,3398,4248,1991,137,9774,2986.3941695600524
Joinville,396,3,1,1,17,1,1,224,6922,772,55,7973,4965.115648185035
João Pessoa,182,2,2,3,8,1,1,379,912,592,57,1940,698.4263729616285
Brasília,126,3,3,2,14,1,1,1934,4554,1587,13,8088,3327.067235238013
Belém,333,1,4,3,16,0,1,3337,9367,1307,176,14187,7406.268855156195
Porto Alegre,284,5,2,0,14,1,1,643,6068,1597,116,8424,4593.635280839465
São José dos Campos,60,1,3,2,19,0,0,2775,3639,132,14,6560,2566.264247914901
Maceió,343,1,4,3,13,0,1,1479,8321,499,53,10352,6512.894515030871
Uberlândia,360,3,4,4,18,0,1,256,1187,332,90,1865,859.7977188513229
Guarulhos,309,4,2,1,0,0,1,183,5364,866,199,6612,4072.942249989836
Niterói,130,5,2,3,14,1,1,803,5032,365,43,6243,3548.028245345057
Campinas,275,1,1,0,5,1,0,2324,2140,820,48,5332,1648.6080627675474
Natal,354,5,2,4,19,0,0,1132,4498,1299,31,6960,3397.718905651424
Rio de Janeiro,101,4,2,3,13,0,1,2269,972,554,38,3833,700.4532096336258
Aracaju,409,1,2,3,15,1,0,3796,2250,776,23,6845,1766.1978202826808
Betim,255,5,1,2,1,0,1,436,9871,1917,135,12359,7005.772025579526
Vitória,25,3,1,2,11,1,1,3084,7593,1534,119,12330,5757.437579891298
Aparecida de Goiânia,72,2,3,2,17,1,1,2954,3078,1173,95,7300,2461.104786143495
São Gonçalo,217,1,4,2,18,0,0,3236,8513,1710,151,13610,6289.636179155209
Uberlândia,271,3,4,2,17,0,1,1533,2039,242,20,3834,1603.1092809659876
São Luís,153,1,3,3,14,0,1,4234,704,22,139,5099,536.7647051786405
São Gonçalo,61,4,4,4,3,0,1,2069,1894,1669,199,5831,1502.5157415557233
Macapá,397,4,3,2,16,1,1,2461,7088,780,15,10344,5022.432919975821
Belém,363,5,2,4,8,1,0,2760,1781,230,191,4962,1302.9857684077945
Feira de Santana,90,2,1,3,19,0,1,3509,8662,1965,179,14315,6729.7142807258615
Londrina,327,1,3,1,1,1,1,4339,8219,236,190,12984,6149.835194274109
Fortaleza,351,5,2,4,15,0,0,1420,9683,508,123,11734,7242.7174215831
Sorocaba,131,5,2,1,19,0,1,459,4153,954,123,5689,3087.8956790044685
Vila Velha,269,4,1,4,17,0,1,196,1665,387,197,2445,1228.924018746455
Boa Vista,467,1,4,3,14,1,1,4578,925,1571,174,7248,700.7987605322768
Florianópolis,69,2,2,1,6,1,0,2783,9043,1120,199,13145,7077.161027656574
Betim,281,4,4,1,14,0,0,1399,2487,1825,43,5754,1819.1258563438382
Uberlândia,481,3,3,4,10,1,1,2605,5701,393,122,8821,4538.533152373359
Ribeirão Preto,25,2,4,4,19,0,0,3979,5518,1722,145,11364,4333.372431412834
Porto Alegre,105,1,2,0,4,0,1,3390,1308,438,130,5266,998.7332078608385
Contagem,464,1,1,1,0,0,1,1390,9523,994,91,11998,7345.115872105769
Brasília,267,5,1,3,14,0,0,3151,2041,920,45,6157,1428.9453840668227
João Pessoa,186,4,4,4,13,0,1,445,2867,177,48,3537,2223.7374468855746
Belém,331,1,4,0,8,0,0,3525,4660,1155,89,9429,3441.722220528611
Porto Alegre,166,5,3,1,5,1,0,996,3345,1099,22,5462,2459.7702787570224
Jaboatão dos Guararapes,126,3,3,0,10,0,1,2575,2121,1847,105,6648,1633.6779106495242
Niterói,199,3,4,1,0,1,0,2372,9049,174,74,11669,6937.276370911012
Joinville,227,1,3,1,16,1,0,3,7754,1291,184,9232,6029.340559712124
Caxias do Sul,495,2,3,3,4,0,0,888,3178,775,36,4877,2522.1739578086267
Santo André,47,5,4,4,17,1,0,3492,3345,407,160,7404,2351.114381420913
Aparecida de Goiânia,371,4,4,1,17,1,0,2205,9849,217,196,12467,7595.588628861851
Porto Alegre,276,5,2,1,16,0,0,1690,5296,1617,163,8766,3892.6294824015645
São Luís,90,5,3,2,19,0,0,4522,8923,1741,149,15335,6535.637070924255
Serra,50,4,1,4,1,1,0,855,3201,1398,171,5625,2433.849992649797
Jundiaí,154,5,1,3,13,1,0,4475,7489,441,81,12486,5453.967272285466
Maringá,436,1,3,0,3,0,1,1558,6541,1261,133,9493,5223.069345027573
São Luís,115,1,1,2,7,0,1,2897,8969,446,52,12364,6483.152545637844
Contagem,460,3,2,1,9,0,1,1810,6627,346,89,8872,4873.502555086595
Jaboatão dos Guararapes,26,5,4,4,17,1,1,729,8803,763,17,10312,6897.600639620859
Sorocaba,102,5,4,2,3,1,1,745,6846,942,19,8552,5201.111320752993
Piracicaba,203,1,2,4,0,1,0,354,7962,1752,187,10255,5971.089184233463
Salvador,377,2,2,1,5,1,0,2306,3083,823,52,6264,2313.111086148399
São Paulo,250,1,4,2,9,1,1,3905,8058,257,30,12250,6018.9439211466815
Betim,175,1,2,3,8,1,1,2605,9212,694,105,12616,6777.89695810678
Campinas,359,5,1,1,19,1,1,1830,3055,911,25,5821,2208.845215095052
Vitória,212,1,3,1,4,0,1,4574,3104,1542,74,9294,2287.4846044781875
Belém,281,1,2,0,5,0,0,88,2273,138,198,2697,1723.5683733172427
Montes Claros,351,3,3,1,14,1,1,4453,7914,867,27,13261,5778.851476529269
Mogi das Cruzes,288,5,4,2,17,1,0,2624,7508,209,96,10437,5951.742294388651
Belém,120,5,2,3,16,1,0,4067,3081,1076,188,8412,2426.4063857093797
Jaboatão dos Guararapes,20,2,1,4,14,0,1,979,2101,429,198,3707,1471.8208863231664
Uberlândia,230,4,4,0,0,0,0,1898,9552,157,180,11787,7129.959894550145
Barueri,87,2,2,2,8,0,0,816,835,658,77,2386,653.0055849889291
Niterói,190,4,1,2,16,1,0,1998,8916,674,61,11649,6853.139263735873
Salvador,298,5,1,1,18,1,0,4302,5200,1295,121,10918,4005.947306386133
São Paulo,404,3,4,1,12,1,0,4313,9156,1396,32,14897,6882.978193826943
Londrina,227,3,3,0,8,1,0,1449,3611,1522,131,6713,2633.4046816332116
São Paulo,141,5,3,2,9,0,1,3179,9942,693,173,13987,7048.221813006811
Santo André,213,3,4,1,0,0,1,3775,3970,684,117,8546,2864.252167909928
São Paulo,172,1,2,0,11,1,1,3035,4269,80,141,7525,3292.1933394321336
Joinville,66,2,3,0,0,1,1,3384,7586,1478,139,12587,5664.2546984756655
Belo Horizonte,357,5,4,3,19,1,0,1289,9660,1225,86,12260,7435.30896721178
Goiânia,231,4,4,2,0,0,1,179,9778,261,172,10390,7381.570167416841
Caxias do Sul,307,2,1,1,15,0,0,328,5261,1689,170,7448,3686.2720629392106
Campinas,246,3,3,0,15,1,1,3305,1171,1497,128,6101,869.8720983999641
Osasco,229,1,3,0,17,1,1,200,7713,467,109,8489,5897.93989175961
Porto Alegre,244,1,4,1,1,1,1,4708,4192,1624,142,10666,3045.931216278687
João Pessoa,364,1,2,2,0,0,1,4130,2464,1733,191,8518,1827.094623793338
São José dos Campos,247,4,4,4,10,1,1,3401,2555,1273,30,7259,1979.9143633865037
Florianópolis,284,3,4,1,5,1,0,2527,1689,1181,160,5557,1188.0374259322969
São Luís,165,5,1,1,3,1,1,420,5347,1058,75,6900,3903.7180057092737
Caxias do Sul,37,1,3,0,9,0,0,1810,9016,107,173,11106,6697.952753682214
Boa Vista,260,2,2,4,11,1,0,765,1897,1400,189,4251,1475.171348420116
Piracicaba,222,4,4,3,11,1,1,3758,6913,1312,45,12028,5290.140907953163
Piracicaba,93,2,2,1,1,0,0,4288,2365,154,21,6828,1783.6432004441194
Sorocaba,97,4,3,0,16,1,0,4041,7354,304,31,11730,5340.132571208218
Aracaju,295,5,1,4,1,0,1,4350,3293,367,55,8065,2331.4132900877157
Campinas,467,4,4,2,12,0,1,2918,5972,803,198,9891,4267.8345986869435
Caxias do Sul,288,2,1,0,3,1,1,4905,1684,324,84,6997,1216.1494065470706
São José dos Campos,439,5,1,3,15,1,1,1788,2657,1109,59,5613,2053.9012193962117
